reviewerID,asin,overall,unixReviewTime
A3R27T4HADWFFJ,0005019281,4.0,1387670400
ATXWVGLKWDPX4,0005019281,5.0,1378425600
AQ8DU6XVA3USJ,0005119367,5.0,1077321600
A1G9FX1KV45N41,0005119367,5.0,1347148800
A1W98Q4MZK80VA,0005119367,4.0,1387065600
A3TIEP0VIAW6UM,0005119367,5.0,1390176000
A1W584W9UW3XEU,0005119367,5.0,906768000
AD5JI9UN98JPH,0307142469,5.0,1354406400
AP3B615GM191G,0307142469,5.0,1293321600
AJ8AQG2X9JJ2Y,0307142485,5.0,1103760000
AD5JI9UN98JPH,0307142493,5.0,1387584000
A63UGRJ7AUSS5,0307514161,5.0,1038528000
A160AB64G2E949,0307514161,5.0,976665600
AD5JI9UN98JPH,0307514161,5.0,1354492800
A4PPZNQF1X2IY,0307514161,5.0,1133395200
A1MQYT5YEY1VHA,0307514161,5.0,1388448000
A2N8Y2OCAK8MR3,0307514161,5.0,1404000000
A2Z0WHFH340ZV1,0307514161,5.0,1402876800
AP3B615GM191G,0307514161,5.0,1322611200
A2D0PI4CACTE7I,0307554066,5.0,1070928000
A5QDZEOIMQ4LW,0307554066,5.0,1032566400
A32JKNQ6BABMQ2,0310263662,3.0,1251590400
A28NIXW8PAJEYA,0310263662,1.0,1113782400
AQ8DU6XVA3USJ,0310263662,5.0,1077667200
AD6B99LMTDQF1,0310263662,1.0,1099353600
A1YZMGEC9ELI4L,0310263662,5.0,1190246400
A2K3U6DVQQRES3,0310263662,5.0,1077667200
AHKOPVTQ3IEBL,0310263662,5.0,1079049600
A34EX7WHDZDFG4,0310263662,5.0,1091491200
A1YR4OM2QLQ1LY,0310263662,5.0,1094515200
A141HP4LYPWMSR,0310263662,5.0,1151020800
ALC3LG8YTNHU3,0310263662,1.0,1333584000
A1HVMHIU4V9MX3,0310263662,4.0,1374451200
A1O834DDK5QNKE,0310263662,5.0,1097712000
A20X4KFGXHFNX,0310263662,2.0,1103587200
A2HA9JM6BW0433,0310263662,5.0,1092700800
A3GQGGZL0UI1L9,0310263662,5.0,1399420800
A3U5W4MQ7HA99U,0310263662,5.0,1315180800
A3UYERNM2UQ30B,0310263662,1.0,1130544000
A36AP2W6NHIE22,0310263662,5.0,1309651200
A11QU8E1MR0B8H,0310263662,5.0,1364515200
A1I7GHG2XNYO3J,0310263662,5.0,1094256000
A1BMKEJ61X57EU,0310263662,5.0,1107648000
A2QPR8LJTUSWAX,0310263662,5.0,1313539200
A3T2JX1MWYOCSE,0310263662,5.0,1102982400
A1JVSIWDF0WT22,0310263662,5.0,1165190400
A3PWF2AQ5XYALW,0310263662,3.0,1106006400
A18MBO1U4DPY20,0310263662,5.0,1105315200
A3VHV0NV7NKQPC,0310263662,5.0,1081987200
A18I8EYPJK3XMA,0310263662,5.0,1078704000
A3KJQLFN0XXQBZ,0310263662,5.0,1077840000
A3C4I89M62JW6G,0310263662,4.0,1091404800
A2X6GEC6LCDN4S,0310263662,3.0,1086825600
A1FQPOYRBTTK1,0310263662,5.0,1233273600
A1PSAKYFFTS8F9,0310263662,5.0,1301356800
A1CA4IP0DCPF7W,0310263662,2.0,1184457600
A332MW6OA1LYDF,0310263662,5.0,1116288000
A1EKA9XSI641C9,0310263662,5.0,1092614400
A1LVZOK9F7K4CN,0310263662,5.0,1077667200
A2RKI7RPP5CJMG,0310263662,5.0,1094169600
A2460ZRFVC2YGV,0310263662,4.0,1129939200
A2FNIVQU5N04F0,0310263662,3.0,1102896000
A26ZSYRPA1TCI5,0310263662,5.0,1111017600
AIFNOZKR9WTYI,0310263662,1.0,1093996800
A1DZKOOMMJM1MI,0310263662,5.0,1088985600
A11NR9PBWV4VA0,0310263662,4.0,1387584000
A1M3DIS1PGMLKP,0310263662,5.0,1399248000
A1CDNTB7377YH2,0310263662,5.0,1087603200
A214LTRGNNH291,0310263662,1.0,1097625600
A1ELO9LMSE1CQ7,0310263662,5.0,1286236800
A1K4AVQIU704DY,0310263662,3.0,1269216000
A3SU3TXON36T0X,0310263662,5.0,1079395200
A2XGJ56VCFOKKZ,0310263662,4.0,1097798400
A6EPTBZ75YMKW,0310263662,5.0,1239580800
A1C6GTIW422WEE,0310263662,1.0,1101859200
AD0J5KK4WQXNS,0310263662,5.0,1085529600
A3QJ0HNM87EPG,0310263662,5.0,1261785600
A28F4O0ZUZ6IX,0310263662,1.0,1133481600
AALRWQX4EOYHM,0310263662,3.0,1089676800
A1EMDSTJDUE6B0,0310263662,4.0,1094428800
A1VCLTAGM5RLND,0310263662,5.0,1123632000
AAGFBE5EM7YKB,0310263662,2.0,1080086400
A1KOE1128CTCTI,0310263662,5.0,1104192000
A2PNTEDGMOLMOY,0310263662,5.0,1116201600
A3PIJJ4J2DDI6Q,0310263662,5.0,1101168000
A2ARRAMXWT83PT,0310263662,5.0,1077840000
A2U1M5DOGULIQA,0310263662,5.0,1175385600
A3OMPSEVL59ZDK,0310263662,5.0,1089763200
ABKDVUJXBA1SZ,0310263662,5.0,1109548800
A1TRVVG8NVDJZA,0310263662,5.0,1371340800
A9H30CWSBMG9S,0310263662,1.0,1332633600
A1ABOWFWGL9HQC,0310263662,2.0,1144108800
A1C80B497LCYKA,0310263662,5.0,1137110400
A22TRZC8HTRSRU,0310263662,1.0,1279670400
AP3B615GM191G,0310263662,4.0,1260748800
A11MLVQFZ4EA2R,0310274281,5.0,1393372800
A3J0AQUK0I4C60,0310274281,4.0,1306972800
AA132Z47ZR8XB,0310274281,5.0,1363219200
A3MK4MGSU22GR,0310274281,5.0,1341705600
A1KT19TDP9VE63,0510539610,4.0,1379721600
A2MROOW2RK9JMU,0563412879,5.0,1361145600
A1IGABVZXMQSK2,0615274641,5.0,1278806400
A29X9U79LWG6YT,0615274641,5.0,1381449600
AQ8DU6XVA3USJ,0718000315,5.0,1076716800
A1OV5Z33TMMUWH,0718000315,5.0,1374537600
A2PXPVLXC66D84,0718000315,4.0,1356048000
A33Z7JTV7SSW9Y,0718000315,3.0,977443200
A1FQPOYRBTTK1,0718000315,5.0,1235260800
A2VQ7WK824PPF2,0718000315,2.0,1230336000
A1C384NS531WXA,0738900370,5.0,942019200
A3QY2B5J90POMC,0738920363,4.0,975628800
A1E9N5FK21NDTD,0738920363,5.0,1072656000
AGEKVD8JPZQMT,0738920363,4.0,1258588800
A1MO79MDHXB9J3,0738920363,5.0,1035936000
A3B1UAWVJX3I7B,0738920525,5.0,1024272000
A2S48ZO1IMQAO0,0738920525,4.0,976320000
AISSRJ7E2L375,0738920525,4.0,1330819200
A1E9N5FK21NDTD,0738920762,4.0,1026777600
A13P748VEORSR,0738920762,5.0,1395619200
APB8V89BMG48Z,0738920762,5.0,1258934400
A1MO79MDHXB9J3,0738920762,5.0,1044489600
A1GAKL6SA09SRJ,0738920762,4.0,1399248000
A3ITNZJ32UG7Q7,0738920967,3.0,1001462400
A1C8030BMDNQW3,0738921475,5.0,1340150400
A32JKNQ6BABMQ2,0738921947,3.0,1094774400
ALH5ICRHO43PV,0738921947,3.0,1333238400
A27ZOCD5B63Y0P,0739600443,1.0,970876800
A3L113IZ3QM4DM,0739600443,1.0,944611200
A9848JWK9RDM,0740318934,5.0,1361491200
A1EMN4T3ROJDOO,0740319183,5.0,1323907200
A3GM6Q9VMMZUU0,0740328271,3.0,1371772800
A1EA7VXIUZBYIK,0740328271,5.0,1358985600
AAJU4SG0NX7P,0740328271,5.0,1387756800
A1Y2ZX5M6ONG98,0741100967,4.0,1404086400
AHUB68GCDA8LI,0764000829,2.0,1392508800
A3RX54RU8R8OMH,0764000829,3.0,1104969600
A1ER6IYOMM8VCT,0764000829,5.0,1250121600
A3O536E2YOKK4Y,0764001027,3.0,1220313600
ATGDJOCF60QOU,0764001035,5.0,1398297600
A1ER6IYOMM8VCT,0764001035,4.0,1256515200
A1H7KJFF9JOXJT,076400235X,5.0,1128988800
A36H6CP232NRYD,076400235X,5.0,1288915200
A2MNOTSEEI2RG2,0764002465,4.0,1363824000
A20DOIT275Z4BJ,0764002465,5.0,1371254400
A27H9DOUGY9FOS,0764002465,4.0,1349913600
AR413EG4J08IL,0764002465,5.0,1392854400
A29BMQ3ZXPRHVJ,0764002465,5.0,1395360000
A161ANWB62G3M8,0764003828,5.0,1222041600
A2JXAQ92WYPAAR,0764003828,5.0,1195862400
A2X6GEC6LCDN4S,0764003828,5.0,1089676800
A1ER6IYOMM8VCT,0764003828,4.0,1190937600
AMMEMPM9MPS55,0764003828,4.0,1109980800
A1DSOF0EK9G06C,0764003828,5.0,1285027200
AAVLB0GGEKRCO,0764004425,4.0,1247529600
A141HP4LYPWMSR,0764004425,2.0,1170460800
A1G9FX1KV45N41,0764004425,5.0,1389657600
A2VYSDQ4Q7B2TC,0764004425,5.0,1124323200
A2HA9JM6BW0433,076400459X,4.0,1092268800
AK61LQI92GTCH,076400459X,3.0,1113004800
A2VOIE123XM7T5,0764005022,4.0,980985600
APLADF9R56OGQ,0764005022,4.0,1309132800
A3O536E2YOKK4Y,0764005022,5.0,1096070400
AQGLLL5A6PQQC,0764005316,5.0,1361491200
A2CNQ1JV16GHW2,0764005316,5.0,925084800
A1G56KHOUOFWDW,0764005316,5.0,959040000
A29ZFNVG727RGU,0764005316,5.0,1360540800
A20EEWWSFMZ1PN,0764005448,3.0,1091318400
A141HP4LYPWMSR,0764005448,3.0,1310515200
ANEDXRFDZDL18,0764005448,5.0,1029628800
A3O536E2YOKK4Y,0764005448,4.0,1133481600
A3VU7CP3MHLEF1,0764005537,4.0,1222992000
A38OROMVMATYOG,0764005537,5.0,1365033600
A3RNC9BGR4J1ZF,0764005553,5.0,1065484800
A2MF0N72JVXDAP,0764005553,4.0,1316476800
A185QFJRTB5W93,0764005553,4.0,1210550400
A27ZOCD5B63Y0P,076400557X,5.0,1255392000
